title,authors,year,venue,abstract,Full abstract,citations,url,query,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16
{GHunter}: Universal Prototype Pollution Gadgets in {JavaScript} Runtimes,"['E Cornelissen', 'M Shcherbakov', 'M Balliu']",2024,… USENIX Security Symposium …,"Prototype pollution is a recent vulnerability that affects JavaScript code, leading to high  impact attacks such as arbitrary code execution and privilege escalation. The vulnerability is","Prototype pollution is a recent vulnerability that affects JavaScript code, leading to high impact attacks such as arbitrary code execution and privilege escalation. The vulnerability is rooted in JavaScript's prototype-based inheritance, enabling attackers to inject arbitrary properties into an object's prototype at runtime. The impact of prototype pollution depends on the existence of otherwise benign pieces of code (gadgets), which inadvertently read from these attacker-controlled properties to execute security-sensitive operations. While prior works primarily study gadgets in third-party libraries and client-side applications, gadgets in JavaScript runtime environments are arguably more impactful as they affect any application that executes on these runtimes.In this paper we design, implement, and evaluate a pipeline, GHunter, to systematically detect gadgets in V8-based JavaScript runtimes with prime focus on Node.js and Deno. GHunter supports a lightweight dynamic taint analysis to automatically identify gadget candidates which we validate manually to derive proof-of-concept exploits. We implement GHunter by modifying the V8 engine and the targeted runtimes along with features for facilitating manual validation. Driven by the comprehensive test suites of Node.js and Deno, we use GHunter in a systematic study of gadgets in these runtimes. We identified a total of 56 new gadgets in Node.js and 67 gadgets in Deno, pertaining to vulnerabilities such as arbitrary code execution (19), privilege escalation (31), path traversal (13), and more. Moreover, we systematize, for the first time, existing mitigations for prototype pollution and gadgets in terms of development guidelines. We collect a list of vulnerable applications and revisit the fixes through the lens of our guidelines. Through this exercise, we also identified one high-severity CVE leading to remote code execution, which was due to incorrectly fixing a gadget.",1,https://www.usenix.org/conference/usenixsecurity24/presentation/cornelissen,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{GRIMOIRE}: Synthesizing structure while fuzzing,"['T Blazytko', 'M Bishop', 'C Aschermann']",2019,… Security Symposium  …,Reverse Supply Chain Attack: Exploiting the Right of Rescission to infiltrate Networks  and Distribute Malware,"In the past few years, fuzzing has received significant attention from the research community. However, most of this attention was directed towards programs without a dedicated parsing stage. In such cases, fuzzers which leverage the input structure of a program can achieve a significantly higher code coverage compared to traditional fuzzing approaches. This advancement in coverage is achieved by applying large-scale mutations in the application's input space. However, this improvement comes at the cost of requiring expert domain knowledge, as these fuzzers depend on structure input specifications (e.g., grammars). Grammar inference, a technique which can automatically generate such grammars for a given program, can be used to address this shortcoming. Such techniques usually infer a program's grammar in a pre-processing step and can miss important structures that are uncovered only later during normal fuzzing.

In this paper, we present the design and implementation of GRIMOIRE, a fully automated coverage-guided fuzzer which works without any form of human interaction or pre-configuration; yet, it is still able to efficiently test programs that expect highly structured inputs. We achieve this by performing large-scale mutations in the program input space using grammar-like combinations to synthesize new highly structured inputs without any pre-processing step. Our evaluation shows that GRIMOIRE outperforms other coverage-guided fuzzers when fuzzing programs with highly structured inputs. Furthermore, it improves upon existing grammar-based coverage-guided fuzzers. Using GRIMOIRE, we identified 19 distinct memory corruption bugs in real-world programs and obtained 11 new CVEs.",134,https://www.usenix.org/conference/usenixsecurity19/presentation/blazytko,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{HOMESPY}: The Invisible Sniffer of Infrared Remote Control of Smart {TVs},"['K Huang', 'YT Zhou', 'K Zhang', 'J Xu', 'J Chen']",2023,… Security Symposium  …,"(3) IoT devices could be fully controlled by the attacker before being installed by the victims,  through supply-chain attack (eg, compromising IoT hardware and libraries [24]). Similar","Infrared (IR) remote control is a widely used technology at home due to its simplicity and low cost. Most considered it to be ""secure'' because of the line-of-sight usage within the home. In this paper, we revisit the security of IR remote control schemes and examine their security assumptions under the settings of internet-connected smart homes. We focus on two specific questions: (1) whether IR signals could be sniffed by an IoT device; and (2) what information could be leaked out through the sniffed IR control signals.To answer these questions, we design a sniff module using a commercial-off-the-shelf IR receiver on a Raspberry Pi and show that the Infrared (IR) signal emanating from the remote control of a Smart TV can be captured by one of the nearby IoT devices, for example, a smart air-conditioner, even the signal is not aimed at the air-conditioner. The IR signal range and receiving angle are larger than most have thought.  We also developed algorithms to extract semantic information from the sniffed IR control signals, and evaluated with real-world applications. The results showed that lots of sensitive information could be leaked out through the sniffed IR control signals, including account name and password, PIN code, and even payment information.",6,https://www.usenix.org/conference/usenixsecurity23/presentation/huang,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{ICSFuzz}: Manipulating {I/Os} and repurposing binary code to enable instrumented fuzzing in {ICS} control applications,"['D Tychalas', 'H Benkraouda', 'M Maniatakos']",2021,… Security Symposium  …,"Industrial Control Systems (ICS) have seen a rapid proliferation in the last decade amplified  by the advent of the 4th Industrial Revolution. At the same time, several notable","Industrial Control Systems (ICS) have seen a rapid proliferation in the last decade amplified by the advent of the 4th Industrial Revolution. At the same time, several notable cybersecurity incidents in industrial environments have underlined the lack of depth in security evaluation of industrial devices such as Programmable Logic Controllers (PLC). Modern PLCs are based on widely used microprocessors and deploy commodity operating systems (e.g., ARM on Linux). Thus, threats from the information technology domain can be readily ported to industrial environments. PLC application binaries in particular have never been considered as regular programs able to introduce traditional security threats, such as buffer overflows. In this work, we investigate the feasibility of exploiting PLC binaries as well as their surrounding PLC-specific environment. We examine binaries produced by all available IEC 61131-3 control system programming languages for compilation-based differences and introduced vulnerabilities. Driven by this analysis, we develop a fuzzing framework to perform security evaluation of the PLC binaries along with the host functions they interact with. Fuzzing such non-executable binaries is non-trivial, as they operate with real-time constraints and receive their inputs from peripherals. To prove the correctness of our fuzzing tool, we use a database of in-house developed binaries in addition to functional control applications collected from online repositories. We showcase the efficacy of our technique by demonstrating uncovered vulnerabilities in both control application binaries and their runtime system. Furthermore, we demonstrate an exploitation methodology for an in-house as well as a regular control binary, based on the uncovered vulnerabilities.",38,https://www.usenix.org/conference/usenixsecurity21/presentation/tychalas,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{iHunter}: Hunting Privacy Violations at Scale in the Software Supply Chain on {iOS},"['D Liu', 'Y Xiao', 'C Zhang', 'K Xie', 'X Bai', 'S Zhang']",2024,… Security Symposium  …,"Such a critical supply chain problem, however, was never  violations in the iOS software  supply chain. iHunter performs static  violations in iOS apps’ supply chain. iHunter is thoroughly","Privacy violations and compliance issues in mobile apps are serious concerns for users, developers, and regulators. With many off-the-shelf tools on Android, prior works extensively studied various privacy issues for Android apps. Privacy risks and compliance issues can be equally expected in iOS apps, but have been little studied. In particular, a prominent recent privacy concern was due to diverse third-party libraries widely integrated into mobile apps whose privacy practices are non-transparent. Such a critical supply chain problem, however, was never systematically studied for iOS apps, at least partially due to the lack of the necessary tools.This paper presents the first large-scale study, based on our new taint analysis system named iHunter, to analyze privacy violations in the iOS software supply chain. iHunter performs static taint analysis on iOS SDKs to extract taint traces representing privacy data collection and leakage practices. It is characterized by an innovative iOS-oriented symbolic execution that tackles dynamic features of Objective-C and Swift and an NLP-powered generator for taint sources and taint rules. iHunter identified non-compliance in 2,585 SDKs (accounting for 40.4%) out of 6,401 iOS SDKs, signifying a substantial presence of SDKs that fail to adhere to compliance standards. We further found a high proportion (47.2% in 32,478) of popular iOS apps using these SDKs, with practical non-compliance risks violating Apple policies and major privacy laws. These results shed light on the pervasiveness and severity of privacy violations in iOS apps' supply chain. iHunter is thoroughly evaluated for its high effectiveness and efficiency. We are responsibly reporting the results to relevant stakeholders.",0,https://www.usenix.org/conference/usenixsecurity24/presentation/liu-dexin,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{INSIGHT}: Attacking {Industry-Adopted} Learning Resilient Logic Locking Techniques Using Explainable Graph Neural Network,"['LL Mankali', 'O Sinanoglu', 'S Patnaik']",2024,33rd USENIX Security Symposium …,"Escalating manufacturing costs have forced leading chip (semiconductor) design companies  (eg, Apple, NVIDIA) to transition to a globalized IC supply chain model. While chips are","Logic locking is a hardware-based solution that protects against hardware intellectual property (IP) piracy. With the advent of powerful machine learning (ML)-based attacks, in the last 5 years, researchers have developed several learning resilient locking techniques claiming superior security guarantees. However, these security guarantees are the result of evaluation against existing ML-based attacks having critical limitations, including (i) black-box operation, i.e., does not provide any explanations, (ii) are not practical, i.e., nonconsideration of approaches followed by the semiconductor industry, and (iii) are not broadly applicable, i.e., evaluate the security of a specific logic locking technique.In this work, we question the security provided by learning resilient locking techniques by developing an attack (INSIGHT) using an explainable graph neural network (GNN). INSIGHT recovers the secret key without requiring scan-access, i.e., in an oracle-less setting for 7 unbroken learning resilient locking techniques, including 2 industry-adopted logic locking techniques. INSIGHT achieves an average key-prediction accuracy (KPA) of2.87×,1.75×,and1.67× higher than existing ML-based attacks. We demonstrate the efficacy of INSIGHT by evaluating locked designs ranging from widely used academic suites (ISCAS-85, ITC-99) to larger designs, such as MIPS, Google IBEX, and mor1kx processors. We perform 2 practical case studies: (i) recovering secret keys of locking techniques used in a widely used commercial EDA tool (Synopsys TestMAX) and (ii) showcasing the ramifications of leaking the secret key for an image processing application. We will open-source our artifacts to foster research on developing learning resilient locking techniques.",0,https://www.usenix.org/conference/usenixsecurity24/presentation/mankali,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{MAGIC}: Detecting advanced persistent threats via masked graph representation learning,"['Z Jia', 'Y Xiong', 'Y Nan', 'Y Zhang', 'J Zhao']",2024,… Security Symposium  …,"Specifically, it contains 150 batches of logs collected with Camflow [35], where 125 of  them are benign and 25 of them contain supply-chain attacks. Those attacks, categorized as","Advance Persistent Threats (APTs), adopted by most delicate attackers, are becoming increasing common and pose great threat to various enterprises and institutions. Data provenance analysis on provenance graphs has emerged as a common approach in APT detection. However, previous works have exhibited several shortcomings: (1) requiring attack-containing data and a priori knowledge of APTs, (2) failing in extracting the rich contextual information buried within provenance graphs and (3) becoming impracticable due to their prohibitive computation overhead and memory consumption.In this paper, we introduce MAGIC, a novel and flexible self-supervised APT detection approach capable of performing multi-granularity detection under different level of supervision. MAGIC leverages masked graph representation learning to model benign system entities and behaviors, performing efficient deep feature extraction and structure abstraction on provenance graphs. By ferreting out anomalous system behaviors via outlier detection methods, MAGIC is able to perform both system entity level and batched log level APT detection. MAGIC is specially designed to handle concept drift with a model adaption mechanism and successfully applies to universal conditions and detection scenarios. We evaluate MAGIC on three widely-used datasets, including both real-world and simulated attacks. Evaluation results indicate that MAGIC achieves promising detection results in all scenarios and shows enormous advantage over state-of-the-art APT detection approaches in performance overhead.",31,https://www.usenix.org/conference/usenixsecurity24/presentation/jia-zian,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{MD-ML}: Super Fast {Privacy-Preserving} Machine Learning for Malicious Security with a Dishonest Majority,"['B Yuan', 'S Yang', 'Y Zhang', 'N Ding', 'D Gu']",2024,… Security Symposium  …,"Privacy-preserving machine learning (PPML) enables the training and inference of models  on private data, addressing security concerns in machine learning. PPML based on secure","Privacy-preserving machine learning (PPML) enables the training and inference of models on private data, addressing security concerns in machine learning. PPML based on secure multi-party computation (MPC) has garnered significant attention from both the academic and industrial communities. Nevertheless, only a few PPML works provide malicious security with a dishonest majority. The state of the art by Damgårdet al.(SP'19) fails to meet the demand for large models in practice, due to insufficient efficiency. In this work, we propose MD-ML, a framework for Maliciously secure Dishonest majority PPML, with a focus on boosting online efficiency.MD-ML works for n parties, tolerating corruption of up to n-1 parties. We construct our novel protocols for PPML, including truncation, dot product, matrix multiplication, and comparison. The online communication of our dot product protocol is onesingleelement per party,independentof input length. In addition, the online cost of our multiply-then-truncate protocol isidenticalto multiplication, which means truncation incursnoadditional online cost. These features are achieved for thefirsttime in the literature concerning maliciously secure dishonest majority PPML.Benchmarking of MD-ML is conducted for SVM and NN including LeNet, AlexNet, and ResNet-18. For NN inference, compared to the state of the art (Damgårdet al., SP'19), we are about 3.4—11.0x (LAN) and 9.7—157.7x (WAN) faster in online execution time.",1,https://www.usenix.org/conference/usenixsecurity24/presentation/yuan,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{ModelGuard}:{Information-Theoretic} Defense Against Model Extraction Attacks,"['M Tang', 'A Dai', 'L DiValentin', 'A Ding', 'A Hass']",2024,… Security Symposium  …,Malicious utilization of a query interface can compromise the confidentiality of ML-as-a-Service  (MLaaS) systems via model extraction attacks. Previous studies have proposed to perturb,"Malicious utilization of a query interface can compromise the confidentiality of ML-as-a-Service (MLaaS) systems via model extraction attacks. Previous studies have proposed to perturb the predictions of the MLaaS system as a defense against model extraction attacks. However, existing prediction perturbation methods suffer from a poor privacy-utility balance and cannot effectively defend against the latest adaptive model extraction attacks. In this paper, we propose a novel prediction perturbation defense named ModelGuard, which aims at defending against adaptive model extraction attacks while maintaining a high utility of the protected system. We develop a general optimization problem that considers different kinds of model extraction attacks, and ModelGuard provides an information-theoretic defense to efficiently solve the optimization problem and achieve resistance against adaptive attacks. Experiments show that ModelGuard attains significantly better defensive performance against adaptive attacks with less loss of utility compared to previous defenses.",11,https://www.usenix.org/conference/usenixsecurity24/presentation/tang,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{NeuroPots}: realtime proactive defense against {Bit-Flip} attacks in neural networks,"['Q Liu', 'J Yin', 'W Wen', 'C Yang', 'S Sha']",2023,32nd USENIX Security Symposium …,Deep neural networks (DNNs) are becoming ubiquitous in various safety-and security-sensitive  applications such as self-driving cars and financial systems. Recent studies revealed,"Deep neural networks (DNNs) are becoming ubiquitous in various safety- and security-sensitive applications such as self-driving cars and financial systems. Recent studies revealed that bit-flip attacks (BFAs) can destroy DNNs' functionality via DRAM rowhammer—by precisely injecting a few bit-flips into the quantized model parameters, attackers can either degrade the model accuracy to random guessing, or misclassify certain inputs into a target class. BFAs can cause catastrophic consequences if left undetected. However, detecting BFAs is challenging because bit-flips can occur on any weights in a DNN model, leading to a large detection surface. Unlike prior works that attempt to ""patch'' vulnerabilities of DNN models, our work is inspired by the idea of ""honeypot''. Specifically, we propose a proactive defense concept named NeuroPots, which embeds a few ""honey neurons'' as crafted vulnerabilities into the DNN model to lure the attacker into injecting faults in them, thus making detection and model recovery efficient. We utilize NeuroPots to develop a trapdoor-enabled defense framework. We design a honey neuron selection strategy, and propose two methods for embedding trapdoors into the DNN model. Furthermore, since the majority of injected bit flips will concentrate in the trapdoors, we use a checksum-based detection approach to efficiently detect faults in them, and rescue the model accuracy by ""refreshing'' those faulty trapdoors. Our experiments show that trapdoor-enabled defense achieves high detection performance and effectively recovers a compromised model at a low cost across a variety of DNN models and datasets.",13,https://www.usenix.org/conference/usenixsecurity23/presentation/liu-qi,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{ORANalyst}: Systematic Testing Framework for Open {RAN} Implementations,"['T Yang', 'SMM Rashid', 'A Ranjbar', 'G Tan']",2024,… Security Symposium  …,"We develop ORANalyst, the first systematic testing framework tailored for analyzing the  robustness and operational integrity of Open RAN (O-RAN) implementations. O-RAN systems","We develop ORANalyst, the first systematic testing framework tailored for analyzing the robustness and operational integrity of Open RAN (O-RAN) implementations. O-RAN systems are composed of numerous microservice-based components. ORANalyst initially gains insights into these complex component dependencies by combining efficient static analysis with dynamic tracing. Applying these insights, ORANalyst crafts test inputs that effectively navigate these dependencies and thoroughly test each target component. We evaluate ORANalyst on two O-RAN implementations, O-RAN-SC and SD-RAN, and identify 19 previously undiscovered vulnerabilities. If exploited, these vulnerabilities could lead to various denial-of-service attacks, resulting from component crashes and disruptions in communication channels.",0,https://www.usenix.org/conference/usenixsecurity24/presentation/yang-tianchang,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{PatchGuard}: A provably robust defense against adversarial patches via small receptive fields and masking,"['C Xiang', 'AN Bhagoji', 'V Sehwag', 'P Mittal']",2021,… USENIX Security Symposium …,"BadNets: Identifying vulnerabilities in the machine learning model supply chain. In  Machine Learning and Computer Security Workshop (NeurIPS MLSec), 2017.","Localized adversarial patches aim to induce misclassification in machine learning models by arbitrarily modifying pixels within a restricted region of an image. Such attacks can be realized in the physical world by attaching the adversarial patch to the object to be misclassified, and defending against such attacks is an unsolved/open problem. In this paper, we propose a general defense framework called PatchGuard that can achieve high provable robustness while maintaining high clean accuracy against localized adversarial patches. The cornerstone of PatchGuard involves the use of CNNs with small receptive fields to impose a bound on the number of features corrupted by an adversarial patch. Given a bounded number of corrupted features, the problem of designing an adversarial patch defense reduces to that of designing a secure feature aggregation mechanism. Towards this end, we present our robust masking defense that robustly detects and masks corrupted features to recover the correct prediction. Notably, we can prove the robustness of our defense against any adversary within our threat model. Our extensive evaluation on ImageNet, ImageNette (a 10-class subset of ImageNet), and CIFAR-10 datasets demonstrates that our defense achieves state-of-the-art performance in terms of both provable robust accuracy and clean accuracy.",183,https://www.usenix.org/conference/usenixsecurity21/presentation/xiang,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{PoisonedEncoder}: Poisoning the unlabeled pre-training data in contrastive learning,"['H Liu', 'J Jia', 'NZ Gong']",2022,31st USENIX Security Symposium (USENIX …,Contrastive learning pre-trains an image encoder using a large amount of unlabeled data  such that the image encoder can be used as a general-purpose feature extractor for various,"Contrastive learning pre-trains an image encoder using a large amount of unlabeled data such that the image encoder can be used as a general-purpose feature extractor for various downstream tasks. In this work, we propose PoisonedEncoder, a data poisoning attack to contrastive learning. In particular, an attacker injects carefully crafted poisoning inputs into the unlabeled pre-training data, such that the downstream classifiers built based on the poisoned encoder for multiple target downstream tasks simultaneously classify attacker-chosen, arbitrary clean inputs as attacker-chosen, arbitrary classes. We formulate our data poisoning attack as a bilevel optimization problem, whose solution is the set of poisoning inputs; and we propose a contrastive-learning-tailored method to approximately solve it. Our evaluation on multiple datasets shows that PoisonedEncoder achieves high attack success rates while maintaining the testing accuracy of the downstream classifiers built upon the poisoned encoder for non-attacker-chosen inputs. We also evaluate five defenses against PoisonedEncoder, including one pre-processing, three in-processing, and one post-processing defenses. Our results show that these defenses can decrease the attack success rate of PoisonedEncoder, but they also sacrifice the utility of the encoder or require a large clean pre-training dataset.",39,https://www.usenix.org/conference/usenixsecurity22/presentation/liu-hongbin,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{POLICYCOMP}: counterpart comparison of privacy policies uncovers overbroad personal data collection practices,"['L Zhou', 'C Wei', 'T Zhu', 'G Chen', 'X Zhang', 'S Du']",2023,… Security Symposium  …,Breaux et al. identified contradictions within a privacy policy and among multiple policies  in a data supply chain [19]. And Andow et al. were the first to characterize and automatically,"Since mobile apps' privacy policies are usually complex, various tools have been developed to examine whether privacy policies have contradictions and verify whether privacy policies are consistent with the apps' behaviors. However, to the best of our knowledge, no prior work answers whether the personal data collection practices (PDCPs) in an app's privacy policy are necessary for given purposes (i.e., whether to comply with the principle of data minimization).  Though defined by most existing privacy regulations/laws such as GDPR, the principle of data minimization has been translated into different privacy practices depending on the different contexts (e.g., various developers and targeted users). In the end, the developers can collect personal data claimed in the privacy policies as long as they receive authorizations from the users.Currently, it mainly relies on legal experts to manually audit the necessity of personal data collection according to the specific contexts, which is not very scalable for millions of apps. In this study, we aim to take the first step to automatically investigate whether PDCPs in an app's privacy policy are overbroad from the perspective of counterpart comparison. Our basic insight is that, if an app claims to collect much more personal data in its privacy policy than most of its counterparts, it is more likely to be conducting overbroad collection.  To achieve this, POLICYCOMP, an automatic framework for detecting overbroad PDCPs is proposed. We use POLICYCOMP to perform a large-scale analysis on 10,042 privacy policies and flag 48.29% of PDCPs to be overbroad. We shared our findings with 2,000 app developers and received 52 responses from them, 39 of which acknowledged our findings and took actions (e.g., removing overbroad PDCPs).",10,https://www.usenix.org/conference/usenixsecurity23/presentation/zhou-lu,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{RapidPatch}: firmware hotpatching for {Real-Time} embedded devices,"['Y He', 'Z Zou', 'K Sun', 'Z Liu', 'K Xu', 'Q Wang']",2022,… Security Symposium  …,Nowadays real-time embedded devices are becoming one main target of cyber attacks. A  huge number of embedded devices equipped with outdated firmware are subject to various,"Nowadays real-time embedded devices are becoming one main target of cyber attacks. A huge number of embedded devices equipped with outdated firmware are subject to various vulnerabilities, but they cannot be timely patched due to two main reasons. First, it is difficult for vendors who have various types of fragmented devices to generate patches for each type of device. Second, it is challenging to deploy patches on many embedded devices without restarting or halting real-time tasks, hindering the patch installation on devices (e.g., industrial control devices) that have high availability requirements. In this paper, we present RapidPatch, a new hotpatching framework to facilitate patch propagation by installing generic patches without disrupting other tasks running on heterogeneous embedded devices. RapidPatch allows RTOS developers to directly release common patches for all downstream devices so that device maintainers can easily generate device-specific patches for different firmware. We utilize eBPF virtual machines to execute patches on resource-constrained embedded devices and develop three hotpatching strategies to support hotpatching for all major microcontroller (MCU) architectures. In particular, we propose two types of eBPF patches for different types of vulnerabilities and develop an eBPF patch verifier to ensure patch safety. We evaluate RapidPatch with major CVEs on four major RTOSes running on different embedded devices. We find that over 90% vulnerabilities can be hotpatched via RapidPatch. Our system can work on devices with 64 KB or more memory and 64 MHz MCU frequency. The average patch delay is less than 8 µs and the overall latency overhead is less than 0.6%.",45,https://www.usenix.org/conference/usenixsecurity22/presentation/he-yi,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{RegexScalpel}: Regular Expression Denial of Service ({{{{{ReDoS}}}}}) Defense by {Localize-and-Fix},"['Y Li', 'Y Sun', 'Z Xu', 'J Cao', 'Y Li', 'R Li', 'H Chen']",2022,… Security Symposium  …,"These represent potential attack vectors that can be used to compromise the execution of  workflows, consequently leading to supply chain attacks. This work highlights the systemic","The Regular expression Denial of Service (ReDoS) is a class of denial of service attacks that exploit vulnerable regular expressions (regexes) whose execution time can be superlinearly related to input sizes. A common approach of defending ReDoS attacks is to repair the vulnerable regexes. Techniques have been recently proposed to synthesize repaired regexes using program-by-example (PBE) techniques. However, these existing techniques may generate regexes, which are not semantically equivalent or similar to the original ones, or are still vulnerable to ReDoS attacks.

To address the challenges, we propose RegexScalpel, an automatic regex repair framework that adopts a localize-andfix strategy. RegexScalpel first localizes the vulnerabilities by leveraging fine-grained vulnerability patterns proposed by us to analyze their vulnerable patterns, the source (i.e., the pathological sub-regexes), and the root causes (e.g., the overlapping sub-regexes). Then, RegexScalpel targets to fix the pathological sub-regexes according to our predefined repair patterns and the localized vulnerability information. Furthermore, our repair patterns ensure that the repair regexes are semantically either equivalent to or similar to the original ones. Our iterative repair method also keeps out vulnerabilities of the repaired regexes. With an experiment on a total number of 448 vulnerable regexes, we demonstrate that RegexScalpel can outperform all existing automatic regexes fixing techniques by fixing 348 more regexes than the best existing work. Also, we adopted RegexScalpel to detect ten popular projects including Python and NLTK, and revealed 16 vulnerable regexes.We then applied RegexScalpel to successfully repair all of them, and these repairs were merged into the later release by the maintainers, resulting in 8 confirmed CVEs.",13,https://www.usenix.org/conference/usenixsecurity22/presentation/li-yeting,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{SandDriller}: A {Fully-Automated} Approach for Testing {Language-Based}{JavaScript} Sandboxes,"['A Alhamdan', 'CA Staicu']",2023,32nd USENIX Security Symposium (USENIX …,"That is, we test critical components of the software supply chain instead of full-fledged  systems using them. We do so because sandboxes are often available as open-source software,","Language-based isolation offers a cheap way to restrict the privileges of untrusted code. Previous work proposes a plethora of such techniques for isolating JavaScript code on the client-side, enabling the creation of web mashups. While these solutions are mostly out of fashion among practitioners, there is a growing trend to use analogous techniques for JavaScript code running outside of the browser, e.g., for protecting against supply chain attacks on the server-side. Irrespective of the use case, bugs in the implementation of language-based isolation can have devastating consequences. Hence, we propose SandDriller, the first dynamic analysis-based approach for detecting sandbox escape vulnerabilities. Our core insight is to design testing oracles based on two main objectives of language-based sandboxes: Prevent writes outside the sandbox and restrict access to privileged operations. Using instrumentation, we interpose oracle checks on all the references exchanged between the host and the guest code to detect foreign references that allow the guest code to escape the sandbox. If at run time, a foreign reference is detected by an oracle, SandDriller proceeds to synthesize an exploit for it. We apply our approach to six sandbox systems and find eight unique zero-day sandbox breakout vulnerabilities and two crashes. We believe that SandDriller can be integrated in the development process of sandboxes to detect security vulnerabilities in the pre-release phase.",7,https://www.usenix.org/conference/usenixsecurity23/presentation/alhamdan,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{SecurityNet}: Assessing Machine Learning Vulnerabilities on Public Models,"['B Zhang', 'Z Li', 'Z Yang', 'X He', 'M Backes', 'M Fritz']",2024,… Security Symposium  …,"While advanced machine learning (ML) models are deployed in numerous real-world  applications, previous works demonstrate these models have security and privacy vulnerabilities.","While advanced machine learning (ML) models are deployed in numerous real-world applications, previous works demonstrate these models have security and privacy vulnerabilities. Various empirical research has been done in this field.  However, most of the experiments are performed on target ML models trained by the security researchers themselves. Due to the high computational resource requirement for training advanced models with complex architectures, researchers generally choose to train a few target models using relatively simple architectures on typical experiment datasets.  We argue that to understand ML models' vulnerabilities comprehensively, experiments should be performed on a large set of models trained with various purposes (not just the purpose of evaluating ML attacks and defenses). To this end, we propose using publicly available models with weights from the Internet (public models) for evaluating attacks and defenses on ML models. We establish a database, namely SecurityNet, containing 910 annotated image classification models. We then analyze the effectiveness of several representative attacks/defenses, including model stealing attacks, membership inference attacks, and backdoor detection on these public models. Our evaluation empirically shows the performance of these attacks/defenses can vary significantly on public models compared to self-trained models. We share SecurityNet with the research community and advocate researchers to perform experiments on public models to better demonstrate their proposed methods' effectiveness in the future.",4,https://www.usenix.org/conference/usenixsecurity24/presentation/zhang-boyang,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
{SIGL}: Securing software installations through deep graph learning,"['X Han', 'X Yu', 'T Pasquier', 'D Li', 'J Rhee']",2021,… Security Symposium  …,"However, recent supply-chain attacks demonstrate that application integrity must be ensured  during installation itself. We introduce SIGL, a new tool for detecting malicious behavior","Many users implicitly assume that software can only be exploited after it is installed. However, recent supply-chain attacks demonstrate that application integrity must be ensured during installation itself. We introduce SIGL, a new tool for detecting malicious behavior during software installation. SIGL collects traces of system call activity, building a data provenance graph that it analyzes using a novel autoencoder architecture with a graph long short-term memory network (graph LSTM) for the encoder and a standard multilayer perceptron for the decoder. SIGL flags suspicious installations as well as the specific installation-time processes that are likely to be malicious. Using a test corpus of 625 malicious installers containing real-world malware, we demonstrate that SIGL has a detection accuracy of 96%, outperforming similar systems from industry and academia by up to 87% in precision and recall and 45% in accuracy. We also demonstrate that SIGL can pinpoint the processes most likely to have triggered malicious behavior, works on different audit platforms and operating systems, and is robust to training data contamination and adversarial attack. It can be used with application-specific models, even in the presence of new software versions, as well as application-agnostic meta-models that encompass a wide range of applications and installers.",59,https://www.usenix.org/conference/usenixsecurity21/presentation/han-xueyuan,"""supply chain"" source:""USENIX Security Symposium""",,,,,,,,,,,,,,,,
